"SEX","ORIGIN","RACE","YEAR","TOTAL_POP","POP_0","POP_1","POP_2","POP_3","POP_4","POP_5","POP_6","POP_7","POP_8","POP_9","POP_10","POP_11","POP_12","POP_13","POP_14","POP_15","POP_16","POP_17","POP_18","POP_19","POP_20","POP_21","POP_22","POP_23","POP_24","POP_25","POP_26","POP_27","POP_28","POP_29","POP_30","POP_31","POP_32","POP_33","POP_34","POP_35","POP_36","POP_37","POP_38","POP_39","POP_40","POP_41","POP_42","POP_43","POP_44","POP_45","POP_46","POP_47","POP_48","POP_49","POP_50","POP_51","POP_52","POP_53","POP_54","POP_55","POP_56","POP_57","POP_58","POP_59","POP_60","POP_61","POP_62","POP_63","POP_64","POP_65","POP_66","POP_67","POP_68","POP_69","POP_70","POP_71","POP_72","POP_73","POP_74","POP_75","POP_76","POP_77","POP_78","POP_79","POP_80","POP_81","POP_82","POP_83","POP_84","POP_85","POP_86","POP_87","POP_88","POP_89","POP_90","POP_91","POP_92","POP_93","POP_94","POP_95","POP_96","POP_97","POP_98","POP_99","POP_100"
0,2,0,2046,94920059,1322198,1323333,1322969,1321234,1318754,1315909,1312985,1309918,1306605,1302960,1298547,1293323,1287316,1281127,1275220,1270245,1266882,1265676,1266793,1269677,1273579,1277610,1281235,1283941,1285885,1287489,1288789,1289818,1290752,1291668,1342795,1359569,1355376,1355071,1365133,1394343,1383556,1368729,1398818,1395888,1369650,1342985,1315829,1291631,1271746,1270136,1261226,1222462,1198633,1177972,1158851,1149746,1137372,1119586,1113639,1085454,1055286,995709,972688,946071,937011,927813,891878,891177,879212,854704,861280,791808,775769,757342,733156,725968,686309,664512,644088,624822,605813,554357,526525,492857,471722,457232,422140,385132,350590,316383,293823,249273,216621,189815,162611,139439,112273,90494,71423,57370,45261,33404,24982,18106,27177
0,2,0,2047,96118609,1328675,1329623,1329236,1327628,1325475,1323061,1320575,1318130,1315535,1312603,1308949,1304505,1299329,1293718,1288274,1283667,1280735,1279890,1281315,1284504,1288658,1292662,1296097,1298592,1300320,1301685,1302622,1303335,1303832,1304078,1304315,1354320,1369968,1364645,1363592,1373032,1401266,1389425,1373718,1403036,1399443,1372500,1345482,1318208,1294060,1274049,1271813,1261982,1222182,1197324,1175874,1156161,1146826,1134491,1116909,1111071,1083065,1053077,993618,970468,943586,933922,923945,887360,885729,873013,847950,853789,784603,768210,749346,724541,716217,675828,653112,631798,611684,591871,540413,511878,477404,454872,438550,402323,364349,328941,294751,271597,228491,196673,170474,144262,122070,96867,76835,59595,46958,36300,26197,19124,29953
0,2,0,2048,97307411,1335435,1336113,1335522,1333893,1331867,1329778,1327718,1325716,1323745,1321525,1318583,1314899,1310501,1305726,1300856,1296716,1294149,1293743,1295524,1299018,1303476,1307735,1311142,1313442,1314966,1316108,1316812,1317160,1317338,1317147,1316715,1315831,1364706,1379224,1373165,1371497,1379988,1407145,1394426,1377991,1406611,1402289,1375001,1347862,1320636,1296370,1275763,1272600,1261662,1220863,1195210,1173186,1153284,1143983,1131834,1114421,1108667,1080823,1050811,991392,967935,940563,930127,919301,882081,879606,866208,840746,845994,777045,760168,740618,714925,705324,664305,640737,618599,597721,577028,525441,495875,460431,436359,417989,380660,341911,306507,272552,248989,207503,176699,151318,126365,105376,82308,64168,48835,37699,28502,20083,32501
0,2,0,2049,98486895,1342630,1342881,1342007,1340172,1338125,1336166,1334432,1332853,1331321,1329731,1327500,1324523,1320888,1316886,1312859,1309288,1307187,1307150,1309362,1313217,1317978,1322540,1326199,1328476,1329807,1330743,1331222,1331344,1331152,1330642,1329768,1328219,1326203,1373946,1387730,1381062,1378458,1385901,1412146,1398701,1381614,1409481,1404783,1377382,1350286,1322947,1298096,1276590,1272312,1260296,1218739,1192510,1170306,1150486,1141364,1129366,1112089,1106395,1078521,1048400,988851,964867,936837,925560,913887,876124,872871,858934,833229,837827,768999,751384,730866,704170,693337,651788,627438,604566,582841,561088,509083,478285,441779,415980,395519,357277,318677,283494,249978,226174,186492,156921,132616,109170,89598,68797,52630,39253,29633,21890,34807
0,2,0,2050,99657590,1350387,1350078,1348768,1346655,1344399,1342417,1340809,1339558,1338451,1337295,1335693,1333434,1330504,1327268,1324010,1321281,1319751,1320167,1322759,1327038,1332159,1337028,1340987,1343519,1344825,1345566,1345841,1345739,1345316,1344437,1343246,1341253,1338579,1335431,1382431,1395607,1388019,1384375,1390935,1416420,1402327,1384536,1411992,1407158,1379803,1352590,1324672,1298929,1276345,1270978,1258120,1216019,1189622,1167510,1147912,1138935,1127053,1109883,1104067,1076063,1045661,985763,961090,932342,920234,907783,869555,865658,851338,825337,829128,760199,741565,719951,692324,680319,638336,613297,589600,566864,543669,491090,458948,421236,393706,371265,333062,294836,260083,227185,203335,165696,137609,114641,92902,74950,56486,42352,30898,22778,37570
0,2,0,2051,100820130,1358691,1357835,1355957,1353406,1350875,1348682,1347052,1345925,1345148,1344418,1343247,1341611,1339405,1336876,1334384,1332426,1331730,1332719,1335757,1340413,1345955,1351182,1355455,1358289,1359843,1360557,1360642,1360330,1359691,1358583,1357024,1354712,1351593,1347788,1343906,1390290,1402542,1393929,1389417,1395246,1420045,1405248,1387099,1414385,1409569,1382099,1354311,1325509,1298691,1275052,1268836,1255350,1213108,1186819,1164929,1145520,1136661,1124863,1107624,1101578,1073280,1042359,981969,956545,927095,914209,901048,862506,858115,843358,816916,819623,750363,730577,707943,679449,666341,624027,598205,573518,549386,524507,471305,437661,398777,369658,346158,308228,270580,236450,204355,180729,145383,119029,97633,77780,61583,45503,33378,23787,39987
0,2,0,2052,101975222,1367526,1366143,1363704,1360590,1357620,1355152,1353313,1352162,1351506,1351101,1350358,1349157,1347571,1345764,1343981,1342789,1342866,1344684,1348297,1353392,1359307,1364960,1369585,1372734,1374594,1375560,1375614,1375114,1374259,1372938,1371149,1368474,1365031,1360787,1356245,1351753,1397203,1408430,1398964,1393734,1398904,1422963,1407807,1389542,1416812,1411860,1383813,1355136,1325272,1297409,1272964,1266104,1252385,1210281,1184239,1162532,1143285,1134505,1122618,1105203,1098758,1069935,1038341,977396,951236,921148,907556,893818,855114,850170,834836,807708,809013,739353,718481,694885,665615,651459,608752,581979,555913,530142,503427,449526,414388,374530,344764,320409,282954,246098,212779,181750,158646,125829,101445,81812,63983,49653,35898,25726,42252
0,2,0,2053,103123502,1376898,1374979,1372008,1368330,1364796,1361889,1359767,1358413,1357727,1357444,1357031,1356256,1355104,1353920,1352860,1352368,1353213,1355806,1360238,1365915,1372266,1378288,1383341,1386848,1389019,1390284,1390596,1390066,1389031,1387495,1385486,1382582,1378776,1374210,1369227,1364079,1358657,1403072,1413444,1403270,1397397,1401860,1425523,1410249,1392025,1419118,1413568,1384637,1354890,1323992,1295332,1270289,1263175,1249502,1207679,1181835,1160293,1141174,1132294,1120209,1102446,1095382,1065865,1033514,972056,945228,914568,900399,886229,847314,841676,825514,797422,797156,727225,705325,680833,650867,635572,592321,564197,536521,508969,480226,425709,389272,349424,319233,294210,257438,221567,189330,159660,137391,107310,85077,67368,51640,39219,27707,45082
0,2,0,2054,104265720,1386760,1384351,1380834,1376623,1372531,1369055,1366500,1364862,1363971,1363657,1363360,1362914,1362193,1361439,1361006,1361237,1362780,1366137,1371345,1377838,1384769,1391231,1396650,1400581,1403118,1404688,1405300,1405029,1403966,1402244,1400021,1396898,1392866,1387936,1382637,1377039,1370970,1364519,1408070,1417733,1406934,1400362,1404459,1427969,1412733,1394388,1420847,1414383,1384394,1353606,1321917,1292663,1267418,1260331,1246843,1205262,1179590,1158179,1139001,1129915,1117471,1099143,1091277,1060989,1027897,966012,938574,907482,892868,878214,838966,832376,815099,785908,784105,714023,691162,665850,635117,618483,574304,544599,515178,485661,454858,399999,363268,323668,293244,267754,231872,197264,166416,138381,117249,90067,70124,54436,40839,30310,48361
0,2,0,2055,105402487,1397025,1394219,1390201,1385448,1380815,1376786,1373657,1371581,1370408,1369893,1369564,1369234,1368844,1368520,1368516,1369375,1371635,1375689,1381660,1388927,1396673,1403711,1409571,1413868,1416832,1418765,1419689,1419720,1418907,1417162,1414755,1411421,1407165,1402012,1396347,1390439,1383913,1376816,1369503,1412345,1421380,1409895,1402973,1406942,1430459,1415104,1396175,1421688,1414135,1383108,1351525,1319248,1289802,1264629,1257703,1244371,1203003,1177468,1156008,1136673,1127209,1114188,1095115,1086356,1055309,1021557,959314,931402,900018,884905,869628,829817,821979,803440,773219,769914,699802,676045,649839,618165,599731,554428,523036,491673,460175,427487,373386,336584,297453,266996,241250,206547,173500,144333,118202,98478,74301,56724,43096,31605,52381
0,2,0,2056,106534405,1407596,1404487,1400061,1394810,1389632,1385062,1381383,1378734,1377116,1376318,1375786,1375430,1375153,1375159,1375588,1376878,1379760,1384535,1391193,1399228,1407745,1415600,1422032,1426774,1430104,1432462,1433751,1434091,1433585,1432086,1429658,1426143,1421673,1416297,1410413,1404134,1397300,1389748,1381790,1373771,1415973,1424326,1412503,1405471,1409473,1432827,1416896,1397081,1421465,1412846,1381020,1348857,1316388,1287023,1262058,1255264,1242051,1200864,1175293,1153680,1134010,1123955,1110179,1090287,1080633,1048896,1014538,952086,923827,892107,876365,860211,819581,810334,790586,759405,754631,684612,659882,632593,599540,579048,532562,499288,465977,432662,399153,346076,309421,270963,240690,214989,181768,150586,123376,99385,81307,60161,44964,33389,55957
0,2,0,2057,107662002,1418362,1415056,1410324,1404664,1398990,1393869,1389651,1386449,1384261,1383017,1382197,1381639,1381340,1381458,1382217,1383940,1387253,1392645,1400023,1408748,1418029,1426655,1433910,1439220,1442996,1445722,1447437,1448139,1447938,1446744,1444563,1441028,1436382,1430793,1424681,1418191,1410980,1403128,1394708,1386048,1377408,1418917,1426929,1415004,1408020,1411890,1434621,1417809,1396929,1420200,1410752,1378350,1345995,1313604,1284461,1259673,1252980,1239850,1198672,1172962,1151025,1130800,1119988,1105365,1084658,1074164,1041792,1006964,944457,915795,883616,866981,849669,808104,797500,776586,744515,738315,668368,642458,613644,578983,556277,508480,473320,438233,404174,370080,318271,281976,244404,214608,189292,157866,128826,103818,82146,65893,47747,34878,59545
0,2,0,2058,108785657,1429259,1425821,1420883,1414919,1408838,1403222,1398450,1394709,1391968,1390149,1388883,1388040,1387542,1387638,1388507,1390565,1394307,1400130,1408123,1417563,1427530,1436927,1444939,1451083,1455424,1458600,1460686,1461815,1461973,1461085,1459206,1455919,1451253,1445492,1439161,1432446,1425028,1416795,1408078,1398956,1389671,1380358,1421514,1429428,1417559,1410456,1413734,1435541,1417666,1395745,1418140,1408078,1375482,1343207,1311038,1282079,1257440,1250810,1237588,1196319,1170294,1147810,1126883,1115221,1099753,1078283,1066998,1034119,998963,936352,907163,874279,856480,837870,795449,783508,761485,728590,720842,650838,623303,592703,556358,531212,482149,445283,409502,374924,340466,290168,254448,218068,189076,164491,135154,108501,85894,66655,52348,37081,62928
0,2,0,2059,109905708,1440185,1436719,1431642,1425474,1419087,1413062,1407796,1403504,1400222,1397851,1396010,1394716,1393935,1393832,1394679,1396846,1400924,1407172,1415592,1425645,1436331,1446413,1455206,1462102,1467275,1471014,1473549,1475050,1475638,1475111,1473526,1470551,1466130,1460348,1453847,1446910,1439269,1430834,1421741,1412318,1402574,1392611,1382976,1424016,1431982,1419997,1412322,1414703,1435409,1416493,1393775,1415502,1405207,1372687,1340631,1308645,1279850,1255323,1248582,1235161,1193639,1167076,1143896,1122169,1109651,1093395,1071212,1059250,1026003,990452,927632,897668,863828,844719,824844,781636,768412,745323,711520,701994,631539,602128,569655,531443,503817,453720,416240,379998,345120,310529,261973,227140,192262,164428,140913,113928,89854,69764,53022,40707,66707
0,2,0,2060,111022230,1451043,1447648,1442537,1436229,1429639,1423309,1417626,1412842,1409006,1406096,1403696,1401834,1400602,1400217,1400862,1403005,1407193,1413776,1422622,1433099,1444397,1455202,1464676,1472353,1478282,1482854,1485946,1487899,1488854,1488761,1487544,1484856,1480751,1475213,1468695,1461584,1453723,1445064,1435766,1425967,1415920,1405509,1395220,1385499,1426574,1434418,1421870,1413321,1414637,1434241,1414530,1391226,1412672,1402403,1370107,1338228,1306406,1277729,1253147,1246194,1232402,1190403,1163146,1139177,1116649,1103335,1086330,1063553,1051044,1017370,981302,918037,887041,852111,831729,810634,766719,752236,727989,693092,681242,610205,578830,544288,504209,474233,424270,386411,349933,314972,280492,233993,200378,167333,140977,118875,94437,73069,55561,41296,71808
0,2,1,2016,50532924,868923,879650,872026,871060,878974,910156,895567,882417,914038,917094,901659,884436,867668,853371,843120,850750,852682,828747,822886,821327,823601,834808,843456,845845,856563,843635,831906,789856,785497,776259,783406,790417,769023,783263,786838,776827,799994,739328,737877,732333,720827,730505,701706,692219,686111,681251,678183,632911,616873,592943,585365,589310,564518,537684,516264,495182,494814,451267,426417,411321,391807,380257,347865,324077,300368,289257,278737,256217,245299,232964,202154,191687,175438,166013,149177,139174,133425,122819,114765,105349,99020,93578,81479,74532,69598,64475,60336,51238,45030,38326,33193,28000,22701,18659,14554,11095,8498,5651,4307,2819,6032
0,2,1,2017,51567229,834486,875277,885302,876600,875303,883153,914542,900414,887714,919679,922848,907164,889829,873415,859616,850312,859592,863399,841614,837198,836662,838797,849621,857215,858669,869187,855588,843484,801222,796049,786286,792461,798489,776064,789697,792799,781958,803837,742823,740785,734738,722663,732131,703388,694180,688001,682607,678652,632800,616021,591572,583422,587194,562520,536229,515023,494100,493860,450471,425626,410427,390672,378809,346305,322413,298692,287263,276463,254133,243071,230658,200081,189359,172957,163382,146560,136339,130455,119755,111439,101949,95468,89693,77595,70385,65103,59710,55313,46504,40409,33916,28913,23979,19084,15392,11731,8748,6546,4233,3131,5846
0,2,1,2018,52605308,844777,840589,880749,889815,880850,879521,887592,919384,905689,893341,925447,928417,912565,895553,879713,866864,859228,870423,876278,856071,852677,851979,853744,863562,870287,871396,881254,867192,854752,811934,806168,795440,800685,805544,782682,795753,797924,786111,806976,745776,743222,736580,724373,733722,705240,696058,689351,683116,678184,631837,614488,589611,581394,585091,560732,534866,513818,493206,492760,449519,424642,409153,389149,376928,344389,320472,296596,284942,274024,251815,240665,228044,197603,186612,170208,160401,143561,133280,127148,116352,107804,98279,91505,85392,73275,65846,60345,54766,50220,41746,35773,29569,24771,20190,15758,12431,9266,6745,4915,3086,5772
0,2,1,2019,53647739,855670,850920,845805,885115,893998,885058,883977,892452,924635,911281,899178,931087,933868,918307,901837,887021,875849,870165,883455,890768,871705,868135,867038,867820,876803,883215,883585,892963,878491,865390,822187,815428,803759,807907,812159,788930,800980,802093,789564,809565,748248,745094,738293,726032,735487,707017,697386,689839,682667,676812,630188,612374,587541,579385,583216,559073,533547,512793,492167,491503,448367,423270,407480,387182,374658,342173,318104,294172,282459,271358,249306,237934,225011,194706,183552,167093,157025,140313,129880,123507,112622,103884,94174,87118,80622,68547,61047,55402,49756,45099,36968,31201,25360,20865,16699,12744,9839,7160,5061,3587,5609
0,2,1,2020,54694764,866994,861850,856139,849967,889170,898152,889494,888829,897693,930188,917014,904906,936622,939647,924606,909150,896067,886874,883319,898130,906431,887351,883286,881233,881193,889854,895600,895402,904353,889181,875573,831582,823838,811089,814682,818405,794370,805255,805570,792457,811677,750158,746819,739964,727857,737180,708259,697863,689361,681288,674717,627950,610152,585488,577582,581472,557509,532403,511640,490969,490035,446811,421488,405342,384821,372062,339529,315409,291579,279736,268493,246473,234766,221538,191481,180105,163587,153377,136715,126134,119526,108576,99533,89646,82255,75418,63561,56071,50381,44705,39964,32256,26776,21386,17268,13529,10099,7612,5386,3696,5815
0,2,1,2021,55746462,878613,873213,867072,860298,853857,893228,902543,894315,894045,903221,935908,922626,910506,942454,945971,931938,918213,907185,900140,898152,913965,922125,902663,897560,894714,894356,902366,907606,906889,915137,899426,884905,840116,831259,817964,821059,823834,798871,808820,808488,794845,813254,751902,748495,741789,729603,738324,708637,697364,687966,679183,672046,625584,607960,583657,575899,579819,556147,531144,510328,489557,488141,444818,419228,402790,382113,369034,336551,312529,288761,276810,265293,243202,231135,217706,187865,176245,159805,149378,132771,122049,115196,104071,94741,84637,76959,69936,58393,51015,45318,39644,34907,27703,22599,17719,14002,10743,7820,5740,3946,6025
0,2,1,2022,56802734,890519,884866,878436,871225,864165,857787,897539,907315,899493,899534,908917,941526,928132,916380,948834,953337,941019,929375,920561,915126,914155,929846,937469,917067,911112,907937,906986,914489,919268,917784,925461,908825,893371,847669,838200,824442,826618,828325,802660,811817,810902,796673,814695,753602,750316,743519,730812,738593,708030,695924,685841,676502,669252,623262,605987,581955,574302,578346,554703,529732,508794,487712,485775,442334,416544,399877,378971,365672,333376,309406,285727,273544,261653,239450,227115,213450,183839,172072,155649,145021,128458,117616,110387,99089,89455,79186,71378,64258,53133,45911,40229,34653,30014,23400,18742,14384,11126,8339,5903,4213,6344
0,2,1,2023,57863262,902614,896807,890088,882584,875070,868068,862005,902249,912447,904940,905158,914501,947059,933920,922794,956239,962455,952211,942807,935673,931278,930225,945349,951891,930717,924372,920619,919195,926246,930319,928200,934915,917328,900846,854711,844719,830111,831246,832084,805859,814301,812748,798313,816133,755434,752050,744714,731162,737862,706483,693745,683147,673699,666535,621171,604159,580359,572887,576795,553131,528082,506825,485398,482873,439404,413485,396538,375494,362111,329964,306049,282330,269805,257530,235291,222654,208759,179496,167518,151111,140281,123772,112709,105081,93578,83702,73452,65603,58480,47820,40779,35203,29821,25382,19418,15240,11444,8645,6311,4341,6736
0,2,1,2024,58927449,914839,908933,902030,894229,886406,878949,872257,866640,907322,917842,910482,910652,919951,952837,940262,930230,965366,973697,965674,957992,951921,947482,945887,959923,965550,944021,937089,932878,931005,937384,940855,937742,943448,924847,907781,861292,850424,834853,835123,835229,808521,816214,814387,799923,817716,757177,753251,745050,730530,736165,704220,691013,680334,670972,664082,619252,602445,578939,571412,575103,551325,525986,504365,482551,479483,436079,409983,392865,371811,358303,326314,302324,278446,265553,252978,230682,217755,203713,174765,162576,146163,135138,118602,107293,99231,87574,77660,67526,59726,52649,42492,35712,30331,25244,21092,15803,12140,8909,6552,4650,7075
0,2,1,2025,59995119,927154,921188,914153,906161,898027,890255,883106,876854,871645,912661,923316,915910,916056,925654,959155,947651,939390,976630,987212,980913,974302,968230,963246,960602,973719,978832,956779,949379,944733,942211,947985,950498,946349,950999,931810,914246,867044,855197,838852,838384,837826,810596,817907,815995,801661,819216,758392,753601,744394,728948,733735,701442,688168,677617,668524,661839,617471,600904,577467,569808,573164,549069,523379,501356,479214,475670,432311,406148,388971,367879,354237,322275,298101,274044,260848,247964,225633,212490,198267,169635,157215,140790,129481,112906,101336,92865,81267,71417,61501,53792,46804,37232,30800,25707,20998,17189,12602,9461,6759,4835,7508
0,2,1,2026,61068975,939582,933549,926433,918304,909972,901890,894426,887715,881873,876984,918112,928749,921335,921790,931990,966555,956825,950731,990215,1002543,997329,990732,984114,978095,974561,987152,991641,969156,961332,956051,952946,957749,959233,954051,958022,938339,919926,871910,859254,842279,841146,839886,812468,819608,817752,803334,820219,758799,752978,742814,726682,730803,698585,685459,675196,666334,659807,615880,599344,575887,567975,570785,546304,520223,497848,475462,471428,428216,402108,384841,363711,349780,317733,293352,269193,255684,242510,220210,206837,192415,164071,151416,134895,123257,106644,94866,86196,74754,65066,55421,47846,41035,32132,26133,21410,17137,13726,9833,7192,4998,7906
0,2,1,2027,62148596,951951,946020,938818,930602,922131,913850,906078,899055,892754,887233,882353,923510,934178,927101,928177,939469,975791,968250,964454,1005680,1019086,1013899,1006759,999097,992187,988153,1000091,1004064,981171,972712,966856,962809,966579,967018,961204,964597,944080,924708,876050,862739,845194,843349,841742,814316,821456,819452,804517,820387,758248,751442,740541,723912,727784,695869,683046,673016,664340,657991,614277,597664,574073,565702,567871,542963,516554,493915,471282,466855,423920,397842,380465,359149,344787,312640,288126,263875,250060,236678,214373,200750,186072,158041,145057,128413,116424,99844,88085,79312,68126,58653,49326,41974,35440,27286,21792,17496,13704,10726,7488,5329,8271
0,2,1,2028,63233172,964029,958432,951314,943006,934444,926024,918054,910723,904112,898134,892619,887693,928921,939950,933520,935709,948788,987285,982071,980073,1022357,1035782,1030059,1021871,1013309,1005898,1001241,1012633,1016117,992605,983569,976776,971727,974449,974245,967903,970375,948914,928754,879613,865707,847533,845329,843577,816294,823243,820655,804872,819562,756782,749211,737762,721054,724913,693449,680878,671037,662564,656169,612554,595746,571816,562898,564362,539093,512444,489546,466772,462080,419393,393322,375679,354042,339204,307046,282411,258089,244051,230405,208088,194149,179201,151423,138073,121303,109013,92721,81086,72305,61433,52225,43302,36274,30121,22775,17831,14011,10725,8179,5558,8734
0,2,1,2029,64321922,975810,970553,963750,955520,946862,938351,930243,922717,915800,909510,903536,897978,893071,934688,946387,941090,945087,960382,1001189,997800,996910,1039187,1052055,1045293,1036201,1027126,1019096,1013918,1024794,1027585,1003510,993538,985743,979678,981755,981012,973798,975243,953006,932214,882649,868091,849630,847270,845542,818199,824531,821034,804258,817785,754622,746474,734892,718330,722348,691274,678908,669275,660783,654223,610587,593377,569019,559507,560304,534767,507893,484843,462060,457067,414598,388380,370332,348323,333078,300932,276207,251904,237593,223661,201271,186990,171669,144153,130415,113592,101256,85372,73959,65230,54726,45878,37452,30854,25167,18653,14305,10982,8193,6083,9186
0,2,1,2030,65413994,987296,982372,975891,967974,959389,950782,942585,934920,927810,921213,914927,908910,903376,898823,941129,953975,950511,956753,974401,1017006,1014749,1013899,1055587,1067391,1059728,1050122,1040424,1031871,1026204,1036362,1038515,1013514,1002544,993737,987061,988597,986971,978780,979363,956505,935145,885091,870222,851674,849323,847429,819607,825000,820441,802711,815288,751954,743640,732156,715904,720038,689297,677153,667509,658881,652019,608160,590447,565629,555570,555776,529988,503011,479937,457110,451765,409366,382856,364343,342049,326399,294312,269581,245264,230647,216346,193868,179144,163396,136184,122117,105525,93255,77889,66762,58140,48101,39709,31885,25803,20638,14983,11233,8406,6106,9845
0,2,1,2031,66508448,998371,993897,987732,980128,971855,963320,955028,947276,940026,933237,926644,920312,914325,909142,905258,948728,963421,962231,970849,990346,1034051,1031846,1030450,1071036,1081919,1073743,1063512,1053289,1044246,1037885,1047383,1048542,1022550,1010572,1001154,993967,994630,992015,983015,982887,959472,937485,887268,872290,853815,851295,848814,820205,824500,818913,800453,812275,749185,740934,729721,713723,717936,687534,675399,665627,656717,649328,605160,586902,561686,551164,550788,524879,497925,474791,451875,445991,403519,376677,357776,335210,319181,287246,262480,238124,223115,208396,185755,170529,154341,127549,113445,97209,85110,70334,59543,51137,41660,33834,26693,21180,16593,11778,8610,6274,10282
0,2,1,2032,67604273,1008974,1005009,999275,991981,984024,975794,967578,959730,952398,945469,938682,932045,925739,920108,915597,912863,958192,975175,976386,986883,1007520,1051243,1048497,1046039,1085667,1096014,1087216,1076461,1065740,1056007,1049008,1057492,1057593,1030603,1018016,1008092,1000055,999739,996301,986650,985869,961839,939565,889376,874452,855867,852766,849383,819849,823072,816674,797681,809164,746541,738524,727526,711741,716050,685776,673523,663477,654063,646030,601535,582788,557270,546298,545465,519565,492595,469348,446163,439556,396984,369896,350621,327821,311495,279677,254845,230374,214922,199684,176844,161096,144540,118531,104511,88742,76885,62757,52407,44324,35526,28351,21935,17049,13060,9041,6436,10673
0,2,1,2033,68700515,1019113,1015648,1010404,1003539,995886,987977,980064,972292,964862,957854,950925,944094,937485,931533,926580,923227,922338,969969,989370,992483,1004148,1024838,1067977,1064178,1060796,1099853,1109561,1100240,1088990,1077572,1067205,1059214,1066615,1065651,1038063,1024971,1014208,1005223,1004092,999983,989734,988246,963940,941582,891571,876520,857417,853423,848988,818575,820933,813917,794804,806192,744182,736349,725525,709969,714169,683894,671386,660840,650801,642065,597325,578185,552394,541094,539935,514002,486957,463417,439792,432378,389812,362513,342905,319953,303277,271553,246559,221937,205941,190118,167089,150887,134316,109238,95419,80191,68637,55266,45465,37830,29793,23326,17680,13436,10042,6771,11039
0,2,1,2034,69796159,1028771,1025821,1021060,1014681,1007454,999845,992255,984791,977434,970330,963319,956347,949542,943293,938022,934230,932732,934130,984188,1005508,1009811,1021553,1041693,1083731,1079016,1075099,1113484,1122652,1112837,1100892,1088836,1077475,1068420,1074740,1073111,1045029,1031098,1019394,1009625,1007830,1003112,992202,990352,965973,943691,893671,878084,858157,853121,847666,816597,818275,811048,792047,803521,742056,734362,723739,708198,712166,681751,668757,657592,646866,637487,592615,573116,547176,535682,534151,508118,480816,456800,432680,424512,382020,354552,334689,311546,294462,262735,237540,212687,196076,179649,156529,140245,123795,99778,86239,71620,60486,47977,38840,31757,24536,18824,13952,10346,7532,11511
0,2,1,2035,70890012,1037793,1035512,1031247,1025349,1018603,1011421,1004130,996990,989941,982913,975806,968749,961805,955361,949798,945693,943758,944556,948367,1000354,1022876,1027285,1038490,1057556,1098636,1093384,1088837,1126651,1135309,1124802,1112217,1099160,1086739,1076619,1082258,1080072,1051167,1036295,1023811,1013414,1011009,1005619,994385,992387,968089,945702,895260,878833,857946,851903,845630,814099,815503,808298,789580,801095,740113,732587,721954,706302,709893,679111,665516,653665,642315,632381,587435,567700,541750,530017,528035,501710,473967,449419,424878,415976,373626,346079,325914,302526,284895,253128,227651,202526,185281,168321,145524,129295,113086,90222,77040,63147,52549,41020,32638,26180,19822,14877,10758,7773,12348
0,2,1,2036,71980794,1046020,1044563,1040951,1035545,1029278,1022578,1015717,1008869,1002150,995427,988394,981243,974216,967637,961875,957487,955245,955612,958830,964550,1017743,1040383,1044278,1054428,1072561,1113061,1107184,1102105,1139377,1147326,1136178,1122590,1108467,1094984,1084208,1089273,1086197,1056367,1040716,1027611,1016640,1013562,1007836,996490,994505,970106,947197,896036,878633,856828,849976,843070,811475,812836,805830,787344,798866,738375,730809,720042,704138,707112,675857,661591,649118,637230,626792,581908,562076,536073,524025,521375,494571,466328,441324,416406,406805,364698,337028,316501,292728,274468,242598,216783,191407,173606,156526,134202,118149,102276,80646,67952,54898,44969,34503,26937,21175,15681,11489,8097,13068
0,2,1,2037,73067268,1053475,1052820,1050015,1045257,1039482,1033259,1026880,1020465,1014039,1007645,1000915,993836,986719,980055,974163,969580,967055,967126,969921,975052,981958,1035273,1057408,1060263,1069498,1087075,1126911,1120503,1114918,1151456,1158749,1146599,1131940,1116756,1102616,1091287,1095448,1091381,1060786,1044516,1030844,1019234,1015817,1009969,998670,996521,971606,947869,895862,877520,855002,847520,840381,808952,810447,803589,785295,796848,736628,728905,717859,701480,703701,671913,657041,644035,631664,620849,576166,556195,530065,517489,513957,486607,457952,432534,407297,397063,355168,327323,306276,282043,263045,231027,204895,179382,161455,144390,122675,106895,91451,71182,59103,47013,37863,28503,21813,16775,12126,8658,13761
0,2,1,2038,74148221,1060224,1060302,1058282,1054330,1049199,1043466,1037568,1031633,1025641,1019540,1013137,1006363,999319,992567,986592,981879,979164,978959,981464,986177,992498,999502,1052311,1073420,1075373,1084070,1101008,1140276,1133361,1127078,1162927,1169208,1155988,1140268,1124419,1109731,1097528,1100678,1095778,1064579,1047748,1033444,1021528,1017983,1012172,1000745,998014,972278,947573,894773,875697,852648,844931,837793,806691,808270,801528,783440,794827,734757,726730,715178,698198,699578,667340,651950,638466,625745,614690,570171,549975,523510,510203,505682,477877,448859,423087,397613,386681,344954,316774,295116,270330,250492,218367,192040,166869,148956,132035,111038,95623,80753,61963,50644,39616,31314,23108,17302,12991,9155,14601
