GEO.id,Id
GEO.display-label,${dim.label}
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC24,Percent in private school; Estimate; Population 15 to 17
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC24,Percent in private school; Margin of Error; Population 15 to 17
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC25,Total; Estimate; Population 15 to 17 - 15 to 17 year olds enrolled in school
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC25,Total; Margin of Error; Population 15 to 17 - 15 to 17 year olds enrolled in school
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC25,Percent; Estimate; Population 15 to 17 - 15 to 17 year olds enrolled in school
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC25,Percent; Margin of Error; Population 15 to 17 - 15 to 17 year olds enrolled in school
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC25,In public school; Estimate; Population 15 to 17 - 15 to 17 year olds enrolled in school
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC25,In public school; Margin of Error; Population 15 to 17 - 15 to 17 year olds enrolled in school
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC25,Percent in public school; Estimate; Population 15 to 17 - 15 to 17 year olds enrolled in school
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC25,Percent in public school; Margin of Error; Population 15 to 17 - 15 to 17 year olds enrolled in school
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC25,In private school; Estimate; Population 15 to 17 - 15 to 17 year olds enrolled in school
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC25,In private school; Margin of Error; Population 15 to 17 - 15 to 17 year olds enrolled in school
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC25,Percent in private school; Estimate; Population 15 to 17 - 15 to 17 year olds enrolled in school
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC25,Percent in private school; Margin of Error; Population 15 to 17 - 15 to 17 year olds enrolled in school
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC27,Total; Estimate; Population 18 to 19 years
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC27,Total; Margin of Error; Population 18 to 19 years
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC27,Percent; Estimate; Population 18 to 19 years
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC27,Percent; Margin of Error; Population 18 to 19 years
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC27,In public school; Estimate; Population 18 to 19 years
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC27,In public school; Margin of Error; Population 18 to 19 years
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC27,Percent in public school; Estimate; Population 18 to 19 years
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC27,Percent in public school; Margin of Error; Population 18 to 19 years
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC27,In private school; Estimate; Population 18 to 19 years
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC27,In private school; Margin of Error; Population 18 to 19 years
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC27,Percent in private school; Estimate; Population 18 to 19 years
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC27,Percent in private school; Margin of Error; Population 18 to 19 years
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC28,Total; Estimate; Population 18 to 19 years - 18 and 19 year olds enrolled in school
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC28,Total; Margin of Error; Population 18 to 19 years - 18 and 19 year olds enrolled in school
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC28,Percent; Estimate; Population 18 to 19 years - 18 and 19 year olds enrolled in school
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC28,Percent; Margin of Error; Population 18 to 19 years - 18 and 19 year olds enrolled in school
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC28,In public school; Estimate; Population 18 to 19 years - 18 and 19 year olds enrolled in school
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC28,In public school; Margin of Error; Population 18 to 19 years - 18 and 19 year olds enrolled in school
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC28,Percent in public school; Estimate; Population 18 to 19 years - 18 and 19 year olds enrolled in school
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC28,Percent in public school; Margin of Error; Population 18 to 19 years - 18 and 19 year olds enrolled in school
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC28,In private school; Estimate; Population 18 to 19 years - 18 and 19 year olds enrolled in school
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC28,In private school; Margin of Error; Population 18 to 19 years - 18 and 19 year olds enrolled in school
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC28,Percent in private school; Estimate; Population 18 to 19 years - 18 and 19 year olds enrolled in school
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC28,Percent in private school; Margin of Error; Population 18 to 19 years - 18 and 19 year olds enrolled in school
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC30,Total; Estimate; Population 20 to 24 years
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC30,Total; Margin of Error; Population 20 to 24 years
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC30,Percent; Estimate; Population 20 to 24 years
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC30,Percent; Margin of Error; Population 20 to 24 years
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC30,In public school; Estimate; Population 20 to 24 years
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC30,In public school; Margin of Error; Population 20 to 24 years
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC30,Percent in public school; Estimate; Population 20 to 24 years
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC30,Percent in public school; Margin of Error; Population 20 to 24 years
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC30,In private school; Estimate; Population 20 to 24 years
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC30,In private school; Margin of Error; Population 20 to 24 years
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC30,Percent in private school; Estimate; Population 20 to 24 years
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC30,Percent in private school; Margin of Error; Population 20 to 24 years
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC31,Total; Estimate; Population 20 to 24 years - 20 to 24 year olds enrolled in school
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC31,Total; Margin of Error; Population 20 to 24 years - 20 to 24 year olds enrolled in school
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC31,Percent; Estimate; Population 20 to 24 years - 20 to 24 year olds enrolled in school
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC31,Percent; Margin of Error; Population 20 to 24 years - 20 to 24 year olds enrolled in school
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC31,In public school; Estimate; Population 20 to 24 years - 20 to 24 year olds enrolled in school
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC31,In public school; Margin of Error; Population 20 to 24 years - 20 to 24 year olds enrolled in school
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC31,Percent in public school; Estimate; Population 20 to 24 years - 20 to 24 year olds enrolled in school
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC31,Percent in public school; Margin of Error; Population 20 to 24 years - 20 to 24 year olds enrolled in school
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC31,In private school; Estimate; Population 20 to 24 years - 20 to 24 year olds enrolled in school
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC31,In private school; Margin of Error; Population 20 to 24 years - 20 to 24 year olds enrolled in school
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC31,Percent in private school; Estimate; Population 20 to 24 years - 20 to 24 year olds enrolled in school
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC31,Percent in private school; Margin of Error; Population 20 to 24 years - 20 to 24 year olds enrolled in school
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC33,Total; Estimate; Population 25 to 34 years
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC33,Total; Margin of Error; Population 25 to 34 years
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC33,Percent; Estimate; Population 25 to 34 years
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC33,Percent; Margin of Error; Population 25 to 34 years
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC33,In public school; Estimate; Population 25 to 34 years
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC33,In public school; Margin of Error; Population 25 to 34 years
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC33,Percent in public school; Estimate; Population 25 to 34 years
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC33,Percent in public school; Margin of Error; Population 25 to 34 years
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC33,In private school; Estimate; Population 25 to 34 years
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC33,In private school; Margin of Error; Population 25 to 34 years
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC33,Percent in private school; Estimate; Population 25 to 34 years
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC33,Percent in private school; Margin of Error; Population 25 to 34 years
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC34,Total; Estimate; Population 25 to 34 years - 25 to 34 year olds enrolled in school
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC34,Total; Margin of Error; Population 25 to 34 years - 25 to 34 year olds enrolled in school
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC34,Percent; Estimate; Population 25 to 34 years - 25 to 34 year olds enrolled in school
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC34,Percent; Margin of Error; Population 25 to 34 years - 25 to 34 year olds enrolled in school
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC34,In public school; Estimate; Population 25 to 34 years - 25 to 34 year olds enrolled in school
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC34,In public school; Margin of Error; Population 25 to 34 years - 25 to 34 year olds enrolled in school
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC34,Percent in public school; Estimate; Population 25 to 34 years - 25 to 34 year olds enrolled in school
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC34,Percent in public school; Margin of Error; Population 25 to 34 years - 25 to 34 year olds enrolled in school
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC34,In private school; Estimate; Population 25 to 34 years - 25 to 34 year olds enrolled in school
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC34,In private school; Margin of Error; Population 25 to 34 years - 25 to 34 year olds enrolled in school
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC34,Percent in private school; Estimate; Population 25 to 34 years - 25 to 34 year olds enrolled in school
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC34,Percent in private school; Margin of Error; Population 25 to 34 years - 25 to 34 year olds enrolled in school
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC36,Total; Estimate; Population 35 years and over
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC36,Total; Margin of Error; Population 35 years and over
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC36,Percent; Estimate; Population 35 years and over
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC36,Percent; Margin of Error; Population 35 years and over
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC36,In public school; Estimate; Population 35 years and over
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC36,In public school; Margin of Error; Population 35 years and over
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC36,Percent in public school; Estimate; Population 35 years and over
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC36,Percent in public school; Margin of Error; Population 35 years and over
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC36,In private school; Estimate; Population 35 years and over
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC36,In private school; Margin of Error; Population 35 years and over
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC36,Percent in private school; Estimate; Population 35 years and over
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC36,Percent in private school; Margin of Error; Population 35 years and over
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC37,Total; Estimate; Population 35 years and over - 35 years and over enrolled in school
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC37,Total; Margin of Error; Population 35 years and over - 35 years and over enrolled in school
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC37,Percent; Estimate; Population 35 years and over - 35 years and over enrolled in school
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC37,Percent; Margin of Error; Population 35 years and over - 35 years and over enrolled in school
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC37,In public school; Estimate; Population 35 years and over - 35 years and over enrolled in school
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC37,In public school; Margin of Error; Population 35 years and over - 35 years and over enrolled in school
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC37,Percent in public school; Estimate; Population 35 years and over - 35 years and over enrolled in school
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC37,Percent in public school; Margin of Error; Population 35 years and over - 35 years and over enrolled in school
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC37,In private school; Estimate; Population 35 years and over - 35 years and over enrolled in school
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC37,In private school; Margin of Error; Population 35 years and over - 35 years and over enrolled in school
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC37,Percent in private school; Estimate; Population 35 years and over - 35 years and over enrolled in school
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC37,Percent in private school; Margin of Error; Population 35 years and over - 35 years and over enrolled in school
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC39,Total; Estimate; Population 18 to 24 years
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC39,Total; Margin of Error; Population 18 to 24 years
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC39,Percent; Estimate; Population 18 to 24 years
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC39,Percent; Margin of Error; Population 18 to 24 years
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC39,In public school; Estimate; Population 18 to 24 years
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC39,In public school; Margin of Error; Population 18 to 24 years
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC39,Percent in public school; Estimate; Population 18 to 24 years
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC39,Percent in public school; Margin of Error; Population 18 to 24 years
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC39,In private school; Estimate; Population 18 to 24 years
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC39,In private school; Margin of Error; Population 18 to 24 years
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC39,Percent in private school; Estimate; Population 18 to 24 years
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC39,Percent in private school; Margin of Error; Population 18 to 24 years
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC40,Total; Estimate; Population 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC40,Total; Margin of Error; Population 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC40,Percent; Estimate; Population 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC40,Percent; Margin of Error; Population 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC40,In public school; Estimate; Population 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC40,In public school; Margin of Error; Population 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC40,Percent in public school; Estimate; Population 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC40,Percent in public school; Margin of Error; Population 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC40,In private school; Estimate; Population 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC40,In private school; Margin of Error; Population 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC40,Percent in private school; Estimate; Population 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC40,Percent in private school; Margin of Error; Population 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC42,Total; Estimate; Males 18 to 24 years
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC42,Total; Margin of Error; Males 18 to 24 years
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC42,Percent; Estimate; Males 18 to 24 years
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC42,Percent; Margin of Error; Males 18 to 24 years
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC42,In public school; Estimate; Males 18 to 24 years
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC42,In public school; Margin of Error; Males 18 to 24 years
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC42,Percent in public school; Estimate; Males 18 to 24 years
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC42,Percent in public school; Margin of Error; Males 18 to 24 years
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC42,In private school; Estimate; Males 18 to 24 years
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC42,In private school; Margin of Error; Males 18 to 24 years
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC42,Percent in private school; Estimate; Males 18 to 24 years
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC42,Percent in private school; Margin of Error; Males 18 to 24 years
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC43,Total; Estimate; Males 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC43,Total; Margin of Error; Males 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC43,Percent; Estimate; Males 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC43,Percent; Margin of Error; Males 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC43,In public school; Estimate; Males 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC43,In public school; Margin of Error; Males 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC43,Percent in public school; Estimate; Males 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC43,Percent in public school; Margin of Error; Males 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC43,In private school; Estimate; Males 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC43,In private school; Margin of Error; Males 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC43,Percent in private school; Estimate; Males 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC43,Percent in private school; Margin of Error; Males 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC45,Total; Estimate; Females 18 to 24 years
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC45,Total; Margin of Error; Females 18 to 24 years
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC45,Percent; Estimate; Females 18 to 24 years
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC45,Percent; Margin of Error; Females 18 to 24 years
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC45,In public school; Estimate; Females 18 to 24 years
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC45,In public school; Margin of Error; Females 18 to 24 years
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC45,Percent in public school; Estimate; Females 18 to 24 years
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC45,Percent in public school; Margin of Error; Females 18 to 24 years
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC45,In private school; Estimate; Females 18 to 24 years
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC45,In private school; Margin of Error; Females 18 to 24 years
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC45,Percent in private school; Estimate; Females 18 to 24 years
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC45,Percent in private school; Margin of Error; Females 18 to 24 years
BOXHEAD#HC01_ESTIMATE#EST_SUBJECT#VC46,Total; Estimate; Females 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC01_ESTIMATE#MOE_SUBJECT#VC46,Total; Margin of Error; Females 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC02_ESTIMATE#EST_SUBJECT#VC46,Percent; Estimate; Females 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC02_ESTIMATE#MOE_SUBJECT#VC46,Percent; Margin of Error; Females 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC03_ESTIMATE#EST_SUBJECT#VC46,In public school; Estimate; Females 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC03_ESTIMATE#MOE_SUBJECT#VC46,In public school; Margin of Error; Females 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC04_ESTIMATE#EST_SUBJECT#VC46,Percent in public school; Estimate; Females 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC04_ESTIMATE#MOE_SUBJECT#VC46,Percent in public school; Margin of Error; Females 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC05_ESTIMATE#EST_SUBJECT#VC46,In private school; Estimate; Females 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC05_ESTIMATE#MOE_SUBJECT#VC46,In private school; Margin of Error; Females 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC06_ESTIMATE#EST_SUBJECT#VC46,Percent in private school; Estimate; Females 18 to 24 years - Enrolled in college or graduate school
BOXHEAD#HC06_ESTIMATE#MOE_SUBJECT#VC46,Percent in private school; Margin of Error; Females 18 to 24 years - Enrolled in college or graduate school
