"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"224","2017-02-08 12:52:48","2017-02-08 12:56:32","139","Dana Park","42.361780439606044","-71.10809952020645","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1102","Subscriber","1953","1"
"342","2017-02-08 12:55:09","2017-02-08 13:00:51","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","189","Kendall T","42.362427842912396","-71.08495473861694","1109","Subscriber","1986","2"
"275","2017-02-08 12:56:21","2017-02-08 13:00:57","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","642","Subscriber","1982","1"
"611","2017-02-08 12:57:47","2017-02-08 13:07:59","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","657","Subscriber","1988","1"
"381","2017-02-08 12:57:56","2017-02-08 13:04:18","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","107","Ames St at Main St","42.3625","-71.08822","1541","Subscriber","1991","2"
"260","2017-02-08 12:58:00","2017-02-08 13:02:21","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","179","MIT Vassar St","42.355601213279265","-71.10394477844238","882","Subscriber","1990","1"
"486","2017-02-08 13:00:00","2017-02-08 13:08:06","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","967","Subscriber","1990","1"
"465","2017-02-08 13:01:04","2017-02-08 13:08:50","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1046","Subscriber","1955","1"
"6636","2017-02-08 13:01:19","2017-02-08 14:51:56","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","1264","Customer",\N,"0"
"316","2017-02-08 13:03:10","2017-02-08 13:08:27","189","Kendall T","42.362427842912396","-71.08495473861694","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1623","Subscriber","1988","2"
"219","2017-02-08 13:04:08","2017-02-08 13:07:48","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","782","Subscriber","1982","1"
"886","2017-02-08 13:04:52","2017-02-08 13:19:39","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","674","Subscriber","1991","1"
"1132","2017-02-08 13:05:54","2017-02-08 13:24:46","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","115","Porter Square Station","42.387995","-71.119084","1576","Subscriber","1973","1"
"754","2017-02-08 13:06:06","2017-02-08 13:18:40","139","Dana Park","42.361780439606044","-71.10809952020645","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","783","Subscriber","1990","1"
"620","2017-02-08 13:07:29","2017-02-08 13:17:49","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","768","Subscriber","1987","1"
"125","2017-02-08 13:07:56","2017-02-08 13:10:01","189","Kendall T","42.362427842912396","-71.08495473861694","107","Ames St at Main St","42.3625","-71.08822","1294","Subscriber","1994","1"
"626","2017-02-08 13:08:05","2017-02-08 13:18:32","195","Brian P. Murphy Staircase at Child Street","42.3720597013741","-71.07202649116516","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","816","Subscriber","1967","2"
"1876","2017-02-08 13:09:32","2017-02-08 13:40:48","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1072","Customer",\N,"0"
"143","2017-02-08 13:10:11","2017-02-08 13:12:35","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","664","Subscriber","1984","1"
"350","2017-02-08 13:10:14","2017-02-08 13:16:05","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","177","University Park","42.36264779118595","-71.10006093978882","1278","Subscriber","1996","1"
"306","2017-02-08 13:11:25","2017-02-08 13:16:32","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","189","Kendall T","42.362427842912396","-71.08495473861694","707","Subscriber","1996","1"
"508","2017-02-08 13:11:50","2017-02-08 13:20:19","179","MIT Vassar St","42.355601213279265","-71.10394477844238","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","882","Subscriber","1986","1"
"6708","2017-02-08 13:12:38","2017-02-08 15:04:26","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1543","Subscriber","1989","1"
"489","2017-02-08 13:13:04","2017-02-08 13:21:14","184","Sidney Research Campus/ Erie Street at Waverly","42.35775309465199","-71.10393404960632","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","651","Subscriber","1989","2"
"489","2017-02-08 13:13:10","2017-02-08 13:21:20","184","Sidney Research Campus/ Erie Street at Waverly","42.35775309465199","-71.10393404960632","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1011","Subscriber","1988","1"
"287","2017-02-08 13:13:21","2017-02-08 13:18:08","107","Ames St at Main St","42.3625","-71.08822","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1560","Subscriber","1991","2"
"335","2017-02-08 13:13:31","2017-02-08 13:19:07","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","179","MIT Vassar St","42.355601213279265","-71.10394477844238","1623","Subscriber","1959","1"
"293","2017-02-08 13:15:11","2017-02-08 13:20:05","177","University Park","42.36264779118595","-71.10006093978882","179","MIT Vassar St","42.355601213279265","-71.10394477844238","1565","Subscriber","1973","1"
"703","2017-02-08 13:17:28","2017-02-08 13:29:12","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","778","Subscriber","1984","1"
"165297","2017-02-08 13:19:09","2017-02-10 11:14:06","189","Kendall T","42.362427842912396","-71.08495473861694","185","Third at Binney","42.36544486137399","-71.08277142047882","1655","Customer",\N,"0"
"311","2017-02-08 13:29:57","2017-02-08 13:35:09","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","107","Ames St at Main St","42.3625","-71.08822","1098","Subscriber","1991","2"
"305","2017-02-08 13:30:03","2017-02-08 13:35:08","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","107","Ames St at Main St","42.3625","-71.08822","768","Subscriber","1973","1"
"553","2017-02-08 13:30:31","2017-02-08 13:39:45","70","Harvard Kennedy School at Bennett St / Eliot St","42.37199165408676","-71.12226963043213","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","1628","Subscriber","1990","1"
"240","2017-02-08 13:33:14","2017-02-08 13:37:14","177","University Park","42.36264779118595","-71.10006093978882","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1278","Subscriber","1996","1"
"248","2017-02-08 13:34:36","2017-02-08 13:38:45","177","University Park","42.36264779118595","-71.10006093978882","179","MIT Vassar St","42.355601213279265","-71.10394477844238","1637","Subscriber","1957","1"
"330","2017-02-08 13:35:37","2017-02-08 13:41:07","189","Kendall T","42.362427842912396","-71.08495473861694","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1553","Subscriber","1996","1"
"1575","2017-02-08 13:38:15","2017-02-08 14:04:30","183","Alewife MBTA at Steel Place","42.395588457167094","-71.14260613918304","183","Alewife MBTA at Steel Place","42.395588457167094","-71.14260613918304","945","Customer",\N,"0"
"373","2017-02-08 13:39:42","2017-02-08 13:45:55","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","189","Kendall T","42.362427842912396","-71.08495473861694","1652","Subscriber","1989","1"
"702","2017-02-08 13:44:05","2017-02-08 13:55:48","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","648","Subscriber","1995","1"
"1526","2017-02-08 13:44:31","2017-02-08 14:09:57","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","957","Customer",\N,"0"
"592","2017-02-08 13:45:55","2017-02-08 13:55:47","145","Rindge Avenue - O'Neill Library","42.392766","-71.129042","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","1657","Subscriber","1966","2"
"527","2017-02-08 13:47:01","2017-02-08 13:55:49","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","177","University Park","42.36264779118595","-71.10006093978882","890","Subscriber","1983","1"
"542","2017-02-08 13:47:31","2017-02-08 13:56:34","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","667","Subscriber","1988","2"
"464","2017-02-08 13:47:36","2017-02-08 13:55:21","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","1614","Subscriber","1991","1"
"412","2017-02-08 13:49:13","2017-02-08 13:56:05","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","1628","Subscriber","1990","1"
"424","2017-02-08 13:50:34","2017-02-08 13:57:39","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","1303","Subscriber","1989","1"
"425","2017-02-08 13:51:32","2017-02-08 13:58:38","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","107","Ames St at Main St","42.3625","-71.08822","705","Subscriber","1994","1"
"549","2017-02-08 13:54:19","2017-02-08 14:03:29","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","940","Customer",\N,"0"
"242","2017-02-08 13:54:57","2017-02-08 13:58:59","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","881","Subscriber","1986","1"
"283","2017-02-08 13:55:41","2017-02-08 14:00:24","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","642","Subscriber","1982","1"
"1731","2017-02-08 13:56:56","2017-02-08 14:25:47","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","935","Subscriber","1964","1"
"185","2017-02-08 13:58:00","2017-02-08 14:01:06","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","1632","Subscriber","1994","1"
"429","2017-02-08 13:58:17","2017-02-08 14:05:27","189","Kendall T","42.362427842912396","-71.08495473861694","179","MIT Vassar St","42.355601213279265","-71.10394477844238","998","Subscriber","1985","1"
"394","2017-02-08 13:59:06","2017-02-08 14:05:41","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","639","Subscriber","1992","1"
"254","2017-02-08 14:04:30","2017-02-08 14:08:44","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","1312","Subscriber","1987","1"
"281","2017-02-08 14:06:34","2017-02-08 14:11:16","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","992","Subscriber","1982","1"
"695","2017-02-08 14:07:05","2017-02-08 14:18:41","117","Binney St / Sixth St","42.366095","-71.086388","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","640","Subscriber","1985","1"
"1520","2017-02-08 14:09:02","2017-02-08 14:34:23","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","1088","Customer",\N,"0"
"211","2017-02-08 14:11:14","2017-02-08 14:14:46","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1312","Subscriber","1987","2"
"400","2017-02-08 14:17:08","2017-02-08 14:23:48","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1308","Subscriber","1988","1"
"463","2017-02-08 14:17:09","2017-02-08 14:24:52","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","932","Subscriber","1972","1"
"399","2017-02-08 14:17:27","2017-02-08 14:24:06","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","634","Subscriber","1989","2"
"945","2017-02-08 14:19:24","2017-02-08 14:35:09","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","1064","Subscriber","1960","1"
"485","2017-02-08 14:23:02","2017-02-08 14:31:07","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","179","MIT Vassar St","42.355601213279265","-71.10394477844238","1536","Subscriber","1986","1"
"739","2017-02-08 14:24:30","2017-02-08 14:36:50","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1076","Subscriber","1958","2"
"326","2017-02-08 14:25:49","2017-02-08 14:31:15","179","MIT Vassar St","42.355601213279265","-71.10394477844238","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1637","Subscriber","1991","1"
"280","2017-02-08 14:26:52","2017-02-08 14:31:33","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","1573","Subscriber","1991","1"
"306","2017-02-08 14:27:50","2017-02-08 14:32:56","115","Porter Square Station","42.387995","-71.119084","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","1576","Subscriber","1989","1"
"320","2017-02-08 14:28:13","2017-02-08 14:33:34","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","1296","Subscriber","1988","2"
"352","2017-02-08 14:28:50","2017-02-08 14:34:42","142","Alewife Station at Russell Field","42.396105","-71.139459","145","Rindge Avenue - O'Neill Library","42.392766","-71.129042","900","Subscriber","1989","1"
"483","2017-02-08 14:34:20","2017-02-08 14:42:23","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1628","Subscriber","1987","1"
"144","2017-02-08 14:35:41","2017-02-08 14:38:05","107","Ames St at Main St","42.3625","-71.08822","117","Binney St / Sixth St","42.366095","-71.086388","1280","Subscriber","1989","1"
"108","2017-02-08 14:36:15","2017-02-08 14:38:04","107","Ames St at Main St","42.3625","-71.08822","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1096","Subscriber","1995","1"
"278","2017-02-08 14:38:47","2017-02-08 14:43:25","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","699","Subscriber","1992","2"
"1070","2017-02-08 14:39:16","2017-02-08 14:57:07","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","177","University Park","42.36264779118595","-71.10006093978882","642","Subscriber","1995","1"
"591","2017-02-08 14:39:42","2017-02-08 14:49:34","107","Ames St at Main St","42.3625","-71.08822","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","776","Subscriber","1979","1"
"434","2017-02-08 14:40:15","2017-02-08 14:47:29","70","Harvard Kennedy School at Bennett St / Eliot St","42.37199165408676","-71.12226963043213","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","1291","Subscriber","1979","2"
"559","2017-02-08 14:41:07","2017-02-08 14:50:26","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","1023","Subscriber","1982","2"
"1937","2017-02-08 14:44:12","2017-02-08 15:16:29","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","1628","Subscriber","1987","1"
"740","2017-02-08 14:44:27","2017-02-08 14:56:48","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","1662","Subscriber","1970","1"
"18707","2017-02-08 14:44:36","2017-02-08 19:56:23","142","Alewife Station at Russell Field","42.396105","-71.139459","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","798","Customer",\N,"0"
"312","2017-02-08 14:45:09","2017-02-08 14:50:21","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","179","MIT Vassar St","42.355601213279265","-71.10394477844238","990","Subscriber","1991","1"
"280","2017-02-08 14:46:04","2017-02-08 14:50:45","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","1553","Subscriber","1979","1"
"577","2017-02-08 14:46:58","2017-02-08 14:56:35","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","95","Cambridge St - at Columbia St / Webster Ave","42.372969","-71.094445","800","Subscriber","1980","2"
"2985","2017-02-08 14:48:51","2017-02-08 15:38:36","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1076","Customer",\N,"0"
"2962","2017-02-08 14:49:08","2017-02-08 15:38:30","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","958","Customer",\N,"0"
"338","2017-02-08 14:52:20","2017-02-08 14:57:59","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","141","Kendall Street","42.363560158429884","-71.08216792345047","897","Subscriber","1978","1"
"357","2017-02-08 14:52:21","2017-02-08 14:58:19","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","104","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","42.380287","-71.125107","694","Subscriber","1970","1"
"2079","2017-02-08 14:52:24","2017-02-08 15:27:04","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","658","Customer",\N,"0"
"176","2017-02-08 14:52:30","2017-02-08 14:55:27","179","MIT Vassar St","42.355601213279265","-71.10394477844238","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","990","Subscriber","1991","1"
"207","2017-02-08 14:53:53","2017-02-08 14:57:21","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","139","Dana Park","42.361780439606044","-71.10809952020645","1099","Subscriber","1977","2"
"293","2017-02-08 14:55:39","2017-02-08 15:00:32","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","990","Subscriber","1987","1"
"535","2017-02-08 14:55:53","2017-02-08 15:04:49","70","Harvard Kennedy School at Bennett St / Eliot St","42.37199165408676","-71.12226963043213","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","671","Subscriber","1992","2"
"436","2017-02-08 14:56:54","2017-02-08 15:04:10","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","718","Subscriber","1981","1"
"193","2017-02-08 14:57:03","2017-02-08 15:00:16","184","Sidney Research Campus/ Erie Street at Waverly","42.35775309465199","-71.10393404960632","75","Lafayette Square at Mass Ave / Main St / Columbia St","42.36346469304347","-71.10057324171066","1638","Subscriber","1976","1"
"338","2017-02-08 14:57:35","2017-02-08 15:03:14","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","1011","Subscriber","1990","1"
"1082","2017-02-08 15:04:11","2017-02-08 15:22:14","91","One Kendall Square at Hampshire St / Portland St","42.366277","-71.09169","115","Porter Square Station","42.387995","-71.119084","882","Subscriber","1974","2"
"81","2017-02-08 15:07:42","2017-02-08 15:09:04","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","184","Sidney Research Campus/ Erie Street at Waverly","42.35775309465199","-71.10393404960632","1553","Subscriber","1971","1"
"299","2017-02-08 15:07:43","2017-02-08 15:12:43","110","Harvard University Gund Hall at Quincy St / Kirkland S","42.376369","-71.114025","97","Harvard University River Houses at DeWolfe St / Cowperthwaite St","42.36919031768079","-71.11714124679565","1289","Subscriber","1995","2"
"305","2017-02-08 15:08:47","2017-02-08 15:13:52","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","646","Subscriber","1956","1"
"272","2017-02-08 15:10:31","2017-02-08 15:15:03","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","116","359 Broadway - Broadway at Fayette Street","42.370803","-71.104412","1102","Subscriber","1982","1"
"141","2017-02-08 15:11:21","2017-02-08 15:13:42","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","189","Kendall T","42.362427842912396","-71.08495473861694","660","Subscriber","1992","1"
"143","2017-02-08 15:11:30","2017-02-08 15:13:54","177","University Park","42.36264779118595","-71.10006093978882","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","886","Subscriber","1992","1"
"311","2017-02-08 15:11:36","2017-02-08 15:16:47","183","Alewife MBTA at Steel Place","42.395588457167094","-71.14260613918304","118","Linear Park - Mass. Ave. at Cameron Ave. ","42.397828","-71.130516","735","Subscriber","1965","1"
"403","2017-02-08 15:11:41","2017-02-08 15:18:24","76","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","42.366426","-71.105495","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1533","Subscriber","1989","1"
"150","2017-02-08 15:12:36","2017-02-08 15:15:06","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1308","Subscriber","1995","1"
"498","2017-02-08 15:13:33","2017-02-08 15:21:52","107","Ames St at Main St","42.3625","-71.08822","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","716","Subscriber","1957","1"
"556","2017-02-08 15:16:20","2017-02-08 15:25:37","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","108","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","42.377945","-71.116865","1282","Subscriber","1992","1"
"209","2017-02-08 15:17:17","2017-02-08 15:20:47","84","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","42.366981","-71.076472","195","Brian P. Murphy Staircase at Child Street","42.3720597013741","-71.07202649116516","718","Subscriber","1981","1"
"394","2017-02-08 15:17:45","2017-02-08 15:24:20","70","Harvard Kennedy School at Bennett St / Eliot St","42.37199165408676","-71.12226963043213","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","1010","Subscriber","1984","1"
"168","2017-02-08 15:18:04","2017-02-08 15:20:52","73","Harvard Square at Brattle St / Eliot St","42.373231","-71.120886","89","Harvard Law School at Mass Ave / Jarvis St","42.379011","-71.119945","1548","Subscriber","1985","1"
"794","2017-02-08 15:18:46","2017-02-08 15:32:00","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1288","Subscriber","1982","1"
"911","2017-02-08 15:19:54","2017-02-08 15:35:06","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","141","Kendall Street","42.363560158429884","-71.08216792345047","984","Subscriber","1985","1"
"1063","2017-02-08 15:20:25","2017-02-08 15:38:09","90","Lechmere Station at Cambridge St / First St","42.370677","-71.076529","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","1628","Subscriber","1987","1"
"143","2017-02-08 15:21:30","2017-02-08 15:23:54","189","Kendall T","42.362427842912396","-71.08495473861694","80","MIT Stata Center at Vassar St / Main St","42.3619622","-71.0920526","707","Subscriber","1992","1"
"911","2017-02-08 15:21:54","2017-02-08 15:37:06","115","Porter Square Station","42.387995","-71.119084","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","891","Subscriber","1989","1"
"446","2017-02-08 15:24:43","2017-02-08 15:32:09","107","Ames St at Main St","42.3625","-71.08822","68","Central Square at Mass Ave / Essex St","42.36507","-71.1031","889","Subscriber","1992","1"
"1278","2017-02-08 15:24:49","2017-02-08 15:46:07","74","Harvard Square at Mass Ave/ Dunster","42.373268","-71.118579","185","Third at Binney","42.36544486137399","-71.08277142047882","639","Customer",\N,"0"
"609","2017-02-08 15:25:37","2017-02-08 15:35:46","141","Kendall Street","42.363560158429884","-71.08216792345047","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","682","Subscriber","1962","1"
"436","2017-02-08 15:26:48","2017-02-08 15:34:05","87","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","42.366621","-71.114214","139","Dana Park","42.361780439606044","-71.10809952020645","1010","Subscriber","1977","2"
"650","2017-02-08 15:27:01","2017-02-08 15:37:52","72","One Broadway / Kendall Sq at Main St / 3rd St","42.362613","-71.084105","88","Inman Square at Vellucci Plaza / Hampshire St","42.374035","-71.101427","635","Subscriber","1990","1"
"485","2017-02-08 15:28:07","2017-02-08 15:36:12","107","Ames St at Main St","42.3625","-71.08822","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","645","Subscriber","1991","2"
"438","2017-02-08 15:28:52","2017-02-08 15:36:11","107","Ames St at Main St","42.3625","-71.08822","178","MIT Pacific St at Purrington St","42.35957320109044","-71.10129475593567","705","Subscriber","1973","1"
"655","2017-02-08 15:29:11","2017-02-08 15:40:07","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","67","MIT at Mass Ave / Amherst St","42.3581","-71.093198","1286","Subscriber","1979","1"
"1617","2017-02-08 15:30:03","2017-02-08 15:57:01","189","Kendall T","42.362427842912396","-71.08495473861694","140","Danehy Park","42.388966","-71.132788","1683","Subscriber","1987","1"
"544","2017-02-08 15:32:00","2017-02-08 15:41:04","179","MIT Vassar St","42.355601213279265","-71.10394477844238","105","Lower Cambridgeport at Magazine St/Riverside Rd","42.356954","-71.113687","1536","Subscriber","1982","1"
"619","2017-02-08 15:37:36","2017-02-08 15:47:55","96","Cambridge Main Library at Broadway / Trowbridge St","42.373379","-71.111075","189","Kendall T","42.362427842912396","-71.08495473861694","1324","Subscriber","1986","1"
